st_teff,st_logg,st_rad,st_dist,pl_orbper,pl_trandurh,pl_trandep,pl_rade,pl_insol,pl_eqt,Rp_Rs
4911.0,4.564,0.724,0,1.540392098,3.7271,1022.0,17.63,506.98,1210.0,1.184
4975.0,4.579,0.734,0,47.1484324,3.1347,1113.8,2.58,5.5,391.0,0.668
5509.0,4.308,1.116,0,2.50475282,2.376,181.1,1.48,828.59,1369.0,0.13
5786.0,4.106,1.471,0,59.3627946,13.972,233.6,2.23,24.33,566.0,0.001
6121.0,4.163,1.536,0,247.891041,18.363,956.6,4.74,4.27,367.0,0.002
5310.0,4.565,0.791,0,2.199076661,6.11,777.4,21.72,457.33,1179.0,1.22
6040.0,4.469,0.999,0,1.79110997,2.0917,167.5,1.29,1356.76,1549.0,0.028
6014.0,4.486,0.993,0,7.77241144,5.272,286.9,1.69,183.58,938.0,0.317
3799.0,4.738,0.51,0,1.99469354,5.297,75.1,0.46,78.2,758.0,0.643
6259.0,4.385,1.167,0,10.51421162,3.877,85.4,1.25,187.06,943.0,0.877
5780.0,4.438,1.0,0,11.344347453,5.9738,258240.0,62.52,101.92,810.0,0.692
6471.0,4.287,1.357,0,214.3120439,16.2938,4523.4,9.17,4.93,380.0,0.016
6344.0,4.481,0.962,0,0.876826336,3.6097,138370.0,37.24,4095.0,2042.0,0.481
5914.0,4.421,0.987,0,208.86909724,4.5707,21307.0,29.95,2.34,316.0,1.056
5914.0,4.421,0.987,0,7.2593226,6.1394,247.5,1.57,206.88,967.0,0.366
9191.0,3.973,2.619,0,1.98663794,4.7585,63156.0,134.5,25932.61,3234.0,1.105
5496.0,4.405,0.927,0,13.54208867,4.9406,28869.0,26.65,66.01,727.0,0.985
5402.0,4.581,0.815,0,7.549303633,2.3665,10223.0,34.45,93.96,794.0,1.253
5861.0,4.546,0.865,0,0.77544539,1.8764,6791.4,35.53,2974.07,1883.0,1.272
5001.0,4.603,0.664,0,164.950399,30.86,24493.0,11.23,0.95,252.0,0.724
4852.0,2.896,7.797,0,308.255238,11.959,637.1,18.98,26.05,576.0,0.018
4969.0,4.713,0.543,0,3.46724809,11.01,1317.3,2.52,118.15,841.0,0.953
6540.0,4.321,1.183,0,7.4413445,2.8754,2234.0,43.5,393.59,1136.0,1.286
5452.0,4.572,0.815,0,4.618309224,3.6752,1191.0,25.43,190.56,947.0,1.247
5699.0,4.553,0.853,0,0.677761275,3.7085,877.9,22.15,3136.01,1906.0,1.205
5982.0,4.493,0.96,0,2.845739012,11.9327,24392.0,44.7,663.42,1294.0,1.213
5109.0,3.757,2.02,0,175.358905,5.34,215.0,2.9,7.36,420.0,0.034
6263.0,4.46,1.009,0,0.582895412,1.0528,587.5,5.87,7152.6,2347.0,1.011
5096.0,2.435,8.769,0,0.496069986,1.5568,128.8,10.0,369989.68,6285.0,0.269
4624.0,4.619,0.684,0,12.42618005,28.1949,1522.8,3.48,21.8,551.0,0.935
5401.0,4.593,0.777,0,2.189090653,5.2094,1027.1,23.25,466.32,1185.0,1.238
5057.0,4.573,0.704,0,5.33905606,1.6415,755.5,1.9,105.25,817.0,0.02
5957.0,4.498,0.971,0,1.99492332,5.898,77.7,0.94,1044.18,1451.0,0.772
5808.0,4.185,1.374,0,23.2218115,2.744,210.4,2.42,73.08,746.0,0.913
5984.0,4.408,1.033,0,3.351573993,2.8758,54546.0,24.15,638.3,1282.0,0.011
5753.0,4.423,0.894,0,8.097050622,5.6736,65620.0,24.01,149.48,891.0,0.592
6381.0,4.155,1.423,0,2.119107262,7.5384,124650.0,77.23,2775.75,1851.0,0.933
6452.0,4.241,1.305,0,5.24088367,3.3656,8531.2,12.74,716.85,1320.0,0.65
5500.0,3.775,2.491,0,0.887691177,1.644,37.3,1.53,12704.16,2709.0,0.419
5642.0,4.542,0.846,0,142.545,8.75,905.4,2.52,2.42,318.0,0.015
5758.0,4.168,1.385,0,240.7990472,16.666,5022.9,10.31,3.22,342.0,0.647
4324.0,4.639,0.616,0,0.888584158,2.25012,412710.0,43.7,507.14,1211.0,0.453
4561.0,4.788,0.469,0,0.865959015,1.9058,291270.0,144.5,434.65,1162.0,3.068
4756.0,4.603,0.667,0,0.594276199,2.0188,220740.0,266.99,1414.7,1564.0,4.038
4273.0,4.652,0.595,0,1.527491117,7.9136,33546.0,27.85,224.31,988.0,1.164
5724.0,4.53,0.827,0,0.566814046,4.049,42.1,0.56,4073.9,2039.0,0.633
4509.0,4.612,0.663,0,0.61496383,1.93053,358050.0,44.79,1074.84,1460.0,0.506
5570.0,4.573,0.803,0,161.253747,25.322,2598.4,4.98,1.8,295.0,0.912
5780.0,4.438,1.0,0,2.974163938,1.7423,90282.0,34.74,605.99,1266.0,0.736
4993.0,2.399,19.695,0,15.84131693,1.8156,2617.7,670.04,6085.07,2252.0,1.247
5741.0,4.556,0.833,0,6.13074243,2.84,146.1,1.26,166.78,916.0,0.9407
5678.0,4.215,1.303,0,9.2075634,3.365,1243.1,5.5,211.08,972.0,0.898
5678.0,4.215,1.303,0,2.5903958,2.088,330.9,2.55,1147.44,1484.0,0.725
5678.0,4.215,1.303,0,5.3235335,2.714,342.4,2.69,438.71,1167.0,0.804
6343.0,4.408,1.14,0,0.831741499,2.297,1231.1,41.62,5501.14,2198.0,1.298
5472.0,4.382,0.981,0,4.44737112,19.45,224.4,2.06,307.65,1068.0,0.978
6387.0,4.178,1.408,0,12.893018017,3.30029,16033.0,62.52,240.5,1004.0,1.241
5519.0,4.59,0.762,0,5.44085762,2.119,137.5,0.97,149.44,892.0,0.735
6306.0,4.283,1.281,0,4.532416322,3.2864,34953.0,62.25,735.27,1328.0,1.183
6200.0,4.161,1.382,0,1.160153553,2.16452,12302.0,60.47,5363.78,2183.0,1.258
4969.0,2.899,9.433,0,4.032760214,2.7194,10803.0,378.61,10499.43,2582.0,1.224
6063.0,4.51,0.89,0,3.723552982,3.5632,40143.0,18.83,452.71,1176.0,0.629
5159.0,4.508,0.8,0,6.714247798,3.3304,32213.0,14.78,100.94,809.0,0.557
4922.0,4.505,0.823,0,2.21396079,3.452,119.4,0.87,375.04,1123.0,0.143
4594.0,4.679,0.567,0,11.35501209,14.557,19675.0,8.0,19.29,534.0,0.473
6040.0,4.271,1.155,0,1.195515251,5.0834,8054.4,49.33,3469.7,1959.0,1.281
6366.0,4.352,1.236,0,2.60720833,2.6452,3149.7,7.31,1403.43,1561.0,0.644
5687.0,4.426,0.921,0,5.80184753,3.9551,22143.0,14.0,225.81,989.0,0.478
5780.0,4.438,1.0,0,2.38404983,3.2849,312730.0,66.14,815.42,1363.0,0.611
6192.0,4.503,0.917,0,5.24078259,5.238,592.6,24.73,322.16,1080.0,1.223
6338.0,4.087,1.602,0,5.26641416,2.4404,223.8,2.62,964.18,1421.0,0.774
5763.0,4.557,0.842,0,1.847892736,1.8904,323.3,1.51,843.8,1374.0,0.036
3569.0,4.82,0.427,0,0.604358764,1.0423,38731.0,23.28,235.63,997.0,1.197
6943.0,4.162,1.66,0,11.3775281,12.918,1651.3,82.26,453.61,1177.0,1.415
5780.0,4.438,1.0,0,0.7981968,2.22035,257620.0,62.38,3497.4,1963.0,0.67
6737.0,4.243,1.425,0,0.695954898,1.469,318.1,2.58,13264.33,2740.0,0.103
5780.0,4.438,1.0,0,0.948951607,4.3809,458460.0,115.31,2796.38,1853.0,0.959
5321.0,3.416,4.335,0,19.37070781,2.2466,653.2,108.54,458.92,1180.0,1.2
4735.0,2.715,9.043,0,14.46993942,7.455,1235.3,85.84,2033.61,1713.0,1.027
5636.0,4.557,0.827,0,1.278555003,1.4247,1478.0,5.19,1241.92,1515.0,0.979
5855.0,4.148,1.34,0,1.226223959,2.1689,56.1,1.0,3973.86,2024.0,0.005
5256.0,4.502,0.802,0,2.244600029,1.9204,8611.0,27.47,475.37,1190.0,1.185
6063.0,4.476,1.012,0,181.8521773,5.7725,27559.0,46.38,2.91,333.0,1.189
6211.0,4.389,1.056,0,223.1127475,8.9683,11539.0,46.33,2.87,332.0,1.266
6517.0,4.279,1.374,0,15.64064161,6.4524,273310.0,77.18,169.73,921.0,0.522
5208.0,4.563,0.772,0,6.8873113,2.214,85.3,0.72,90.91,788.0,0.489
4893.0,2.644,10.363,0,43.8496474,2.217,452.3,21.42,645.68,1286.0,0.02
5770.0,3.844,2.221,0,0.752158047,2.42733,37879.0,106.66,15978.36,2869.0,1.157
6137.0,4.46,1.018,0,3.796488133,11.0659,3007.6,40.83,547.94,1233.0,1.306
8992.0,3.535,4.832,0,17.7476059,5.066,877.0,146.63,3768.37,1998.0,1.25
5602.0,4.571,0.817,0,1.233076007,12.506,1392.4,31.39,1237.97,1513.0,1.312
5088.0,3.508,3.318,0,21.5135234,77.983,1583.8,534.47,242.54,1006.0,2.441
6278.0,4.425,1.081,0,19.4444573,5.509,182.3,1.53,74.47,749.0,0.634
5089.0,4.58,0.693,0,1.1910489,1.3738,1391.1,22.76,781.99,1348.0,1.257
5780.0,4.438,1.0,0,0.546248198,2.1081,114530.0,54.23,5820.72,2227.0,0.946
4997.0,4.598,0.746,0,2.18565886,1.966,35.6,0.44,329.49,1087.0,0.394
5904.0,3.602,3.348,0,1.811966339,3.792,408.1,95.19,10360.38,2573.0,1.24
6077.0,4.471,0.999,0,66.1539783,5.896,6951.0,9.69,11.3,468.0,0.873
4340.0,4.67,0.572,0,158.3226379,2.1881,4863.0,25.41,0.47,211.0,1.323
5688.0,4.415,0.971,0,3.93276627,2.9403,234.9,1.5,399.84,1140.0,0.37
5330.0,4.366,1.013,0,198.680859,8.282,645.4,2.79,1.83,297.0,0.746
6574.0,4.061,1.768,0,1.592634161,8.9488,155160.0,100.2,6128.09,2255.0,0.877
5528.0,4.516,0.849,0,3.31577795,4.2349,94567.0,27.77,349.78,1104.0,0.633
5780.0,4.438,1.0,0,2.990252395,7.8462,216440.0,89.85,603.02,1264.0,1.117
6377.0,4.399,1.119,0,2.08043378,7.708,6861.2,510.48,1661.27,1629.0,5.106
5780.0,4.438,1.0,0,4.944046127,4.50334,112500.0,54.29,308.53,1069.0,0.964
5743.0,4.553,0.853,0,4.464565251,4.0221,74112.0,43.21,259.97,1024.0,1.046
5311.0,4.469,0.866,0,1.523298835,5.9083,195070.0,38.95,919.42,1404.0,0.41
7021.0,3.759,2.629,0,3.539631353,1.5372,1229.7,39.34,5689.3,2214.0,1.091
5608.0,4.573,0.813,0,6.195861785,2.6078,3509.8,215.89,143.74,883.0,3.38
5115.0,4.439,0.917,0,0.566805514,4.367,85.3,0.82,3193.9,1920.0,0.027
6770.0,4.249,1.361,0,27.961084,3.8741,6268.2,21.5,94.86,796.0,1.02
5018.0,3.639,2.99,0,186.5168116,3.1968,5752.4,37.5,9.83,452.0,0.972
7214.0,4.093,1.935,0,197.1455327,2.1145,5664.0,72.16,14.53,498.0,1.251
5780.0,4.438,1.0,0,0.532087933,3.45028,510370.0,74.83,6002.61,2247.0,0.279
5139.0,4.609,0.741,0,3.204222652,2.7952,898.4,23.55,217.46,979.0,1.258
5780.0,4.438,1.0,0,0.687898282,3.96401,293500.0,55.58,4267.13,2062.0,0.337
5515.0,4.624,0.712,0,2.178154774,3.5302,662.6,19.46,457.16,1180.0,1.223
5750.0,4.332,1.021,0,0.99466172,1.576,1370.5,31.84,3078.85,1898.0,1.244
5715.0,4.537,0.834,0,359.00688,32.16,2015.8,28.57,0.74,237.0,1.263
6520.0,4.01,1.713,0,1.138548215,2.1482,66.2,1.45,9805.45,2537.0,0.545
3942.0,1.101,60.688,0,121.0598037,3.112,1563.0,1680.99,2437.81,1792.0,1.2
6328.0,4.489,0.948,0,0.721335207,1.509,31.8,0.54,5166.26,2162.0,0.103
5741.0,4.533,0.82,0,3.28274272,8.9,292.8,1.85,392.7,1136.0,0.967
6095.0,4.378,1.016,0,1.231361934,5.433,471.0,2.93,2707.51,1839.0,0.972
6429.0,4.241,1.262,0,89.7224125,10.963,263.7,2.21,15.69,508.0,0.742
5159.0,4.548,0.821,0,7.12766417,2.491,229.2,1.21,89.24,784.0,0.125
8344.0,4.04,2.115,0,2.080431782,7.4997,894200.0,345.7,12956.98,2719.0,0.771
6269.0,4.412,1.085,0,3.52364689,3.439,74.2,0.94,739.8,1330.0,0.004
6510.0,4.219,1.425,0,1.157804607,4.66082,605710.0,118.11,6116.99,2255.0,0.26
5907.0,4.296,1.126,0,19.979098,10.5638,38418.0,22.98,70.59,739.0,0.576
7311.0,4.013,1.959,0,1.433262401,6.2205,428560.0,136.47,12427.14,2691.0,0.382
6022.0,4.308,1.166,0,23.8706941,3.4812,6386.3,49.6,60.38,711.0,1.293
5208.0,4.563,0.772,0,4.78850084,2.099,66.5,0.63,147.95,889.0,0.343
5496.0,3.998,1.533,0,0.566769068,3.011,40.0,1.06,11897.94,2661.0,0.773
6635.0,3.511,3.798,0,6.2820426,7.941,1413.0,23.76,3938.81,2021.0,0.989
5688.0,4.583,0.786,0,0.97430309,2.1088,34976.0,37.62,1728.18,1643.0,1.169
5606.0,4.478,0.918,0,141.73403059,1.5851,7736.4,10.3,2.77,329.0,0.912
5715.0,4.537,0.834,0,119.686505,29.33,842.7,23.0,3.21,341.0,1.221
7643.0,3.639,3.618,0,53.556625,16.18,3963.0,26.31,317.03,1076.0,0.879
5232.0,4.519,0.777,0,433.220461,2.725,725.1,2.07,0.4,203.0,0.178
5014.0,4.559,0.756,0,1.210693626,1.434,159.1,0.99,784.51,1351.0,0.597
5081.0,4.596,0.77,0,1.090011003,1.5,174.8,1.04,911.28,1402.0,0.531
5014.0,4.559,0.756,0,18.2572722,3.434,157.5,0.94,21.16,547.0,0.412
4955.0,4.61,0.721,0,34.2115022,4.947,273.8,1.15,7.82,427.0,0.034
5585.0,4.564,0.798,0,7.061149921,3.33515,131260.0,43.71,118.87,842.0,0.912
5780.0,4.438,1.0,0,2.682767439,4.58143,394410.0,70.67,695.41,1310.0,0.509
6141.0,4.365,1.117,0,3.711012492,3.3394,7559.8,46.24,695.05,1310.0,1.272
5780.0,4.438,1.0,0,1.780982447,3.4297,357700.0,60.45,1204.3,1502.0,0.002
9954.0,4.07,2.408,0,1.815632406,3.35773,61574.0,108.78,32652.55,3429.0,1.04
6328.0,4.516,0.915,0,205.5833309,6.0353,24872.0,42.69,2.58,323.0,1.215
4897.0,4.526,0.789,0,4.309067482,2.21,23647.0,101.41,142.6,882.0,1.993
5853.0,4.529,0.895,0,36.4721523,2.673,52.6,0.7,18.29,527.0,0.738
5470.0,4.509,0.777,0,111.0396205,25.751,9356.2,8.6,2.97,335.0,0.851
4599.0,2.137,23.673,0,3.187087241,7.2897,129090.0,928.96,62743.06,4037.0,0.665
5780.0,4.438,1.0,0,1.023470248,2.3804,129530.0,100.39,2522.39,1807.0,1.409
5821.0,4.402,0.898,0,0.875267982,1.6038,11701.0,39.19,3157.34,1910.0,1.258
3306.0,0.273,116.965,0,5.55260695,4.1178,727.6,2674.69,404932.04,6436.0,1.174
5891.0,4.305,1.138,0,2.347479696,26.25,81996.0,60.5,1207.51,1502.0,1.051
6318.0,4.36,1.121,0,1.13353095,3.17,18.5,0.49,3840.87,2006.0,0.117
5780.0,4.438,1.0,0,0.890745373,1.9215,120030.0,36.92,3015.62,1892.0,0.599
6340.0,4.163,1.393,0,440.7843755,21.693,2579.0,7.23,2.14,308.0,0.424
4416.0,4.57,0.733,0,2.723858181,1.4313,5497.0,7.13,154.53,900.0,0.913
5780.0,4.438,1.0,0,0.635441862,1.9827,147610.0,56.3,4750.98,2118.0,0.872
5807.0,4.23,1.256,0,3.255189932,2.7117,119.2,1.39,880.52,1390.0,0.447
5325.0,4.607,0.75,0,2.531140101,20.399,11786.0,32.12,346.06,1100.0,1.249
5497.0,4.527,0.886,0,0.938750221,1.3568,280.7,1.46,1874.28,1676.0,0.013
5908.0,3.497,3.915,0,2.992704682,1.2585,361.1,7.86,6932.19,2328.0,0.647
7245.0,4.158,1.667,0,6.12810722,2.824,2336.0,39.52,1237.9,1513.0,1.159
4188.0,4.615,0.661,0,2.115511511,8.5116,25805.0,36.16,152.34,897.0,1.278
5780.0,4.438,1.0,0,2.446736567,5.0201,415860.0,71.52,788.17,1351.0,0.477
4905.0,3.3,3.484,0,21.3779536,24.872,255240.0,173.18,300.32,1062.0,0.0
6585.0,4.208,1.416,0,4.350460215,2.5276,50424.0,533.08,1107.34,1472.0,4.203
5073.0,3.02,4.61,0,22.77194512,10.1995,30246.0,251.93,584.54,1254.0,1.263
5878.0,4.005,1.812,0,67.844689,11.757,211.2,2.65,29.08,592.0,0.368
5592.0,4.115,1.451,0,27.3214242,4.836,279.6,3.61,58.35,705.0,0.983
6938.0,4.281,1.31,0,9.84883968,5.7425,22012.0,63.42,390.19,1134.0,1.25
6124.0,4.414,1.007,0,227.6625222,5.5072,13895.0,44.24,2.46,319.0,1.25
5080.0,4.417,0.947,0,1.06100873,2.6715,6367.1,9.14,1434.99,1568.0,0.882
4330.0,4.628,0.639,0,0.623393802,1.40392,30192.0,28.21,849.08,1379.0,1.137
4550.0,4.622,0.66,0,0.65355361,1.63,4595.9,22.95,1004.07,1437.0,1.226
5668.0,4.545,0.868,0,2.3702932,1.666,224.8,1.29,588.1,1256.0,0.003
3420.0,0.269,138.056,0,0.566793534,4.714,92.4,122.64,10947554.55,14667.0,0.06
5992.0,4.283,1.171,0,1.873380717,10.1083,538720.0,89.79,1830.27,1669.0,0.27
4740.0,2.9,5.721,0,1.87337894,9.1328,5444.0,51.11,17342.01,2925.0,0.883
5849.0,4.517,0.919,0,7.50023955,2.916,273.2,21.06,155.6,901.0,1.194
5305.0,4.477,0.857,0,23.6270348,11.481,8433.0,21.71,23.17,560.0,1.096
5173.0,3.471,2.742,0,0.716709897,0.7466,932.5,66.73,22605.13,3124.0,1.182
6325.0,4.409,1.112,0,2.248063246,5.1297,631.7,30.38,1421.38,1566.0,1.225
4919.0,2.979,5.198,0,63.3278636,47.0744,11515.0,54.17,152.49,896.0,0.003
6063.0,4.476,1.012,0,219.3215562,12.4124,3628.7,6.11,2.27,313.0,0.244
5637.0,4.383,0.99,0,245.4382021,14.502,11312.0,19.17,1.66,289.0,1.001
6078.0,4.346,1.148,0,178.4129899,2.9298,37510.0,33.24,4.0,361.0,0.936
5306.0,4.642,0.687,0,2.192004364,3.075,99583.0,37.56,369.54,1118.0,1.003
5791.0,4.424,0.969,0,3.900109346,3.9037,126190.0,40.37,427.83,1160.0,0.733
8749.0,3.806,2.911,0,1.471060209,4.3708,148440.0,165.15,43941.18,3693.0,0.895
6960.0,4.069,1.83,0,213.3990406,6.5043,13930.0,35.2,11.32,468.0,0.981
6261.0,4.293,1.194,0,6.40802979,2.9288,7784.1,51.44,424.01,1157.0,1.287
3982.0,1.464,32.244,0,0.962835804,4.9844,14328.0,458.02,602806.92,7100.0,0.836
6078.0,4.223,1.194,0,4.639602084,3.4636,25079.0,19.96,643.95,1285.0,0.634
5750.0,4.464,0.839,0,2.991885335,7.4319,1356.9,3.94,505.77,1209.0,0.95
5232.0,4.519,0.777,0,1.327471395,5.2334,5673.8,7.08,892.4,1395.0,0.897
6277.0,4.322,1.121,0,0.566792595,2.637,19.9,0.5,10020.28,2548.0,0.068
4770.0,2.605,9.67,0,1.247156944,2.6779,134760.0,26042.9,68223.38,4120.0,25.224
5672.0,4.252,1.22,0,288.3128666,5.419,11181.0,13.21,1.93,300.0,0.525
6292.0,4.426,1.078,0,2.119100054,8.2163,1651.1,34.34,1435.29,1571.0,1.247
5888.0,4.387,1.02,0,1.466535757,0.8222,1346.4,4.28,1849.31,1671.0,0.824
6022.0,4.027,1.514,0,8.870415578,1.2864,873.1,39.46,414.26,1151.0,1.206
6014.0,3.782,2.429,0,1.49131759,4.721,25.8,1.26,8873.77,2475.0,0.467
5620.0,4.533,0.884,0,19.57783279,1.9857,432.6,1.96,35.14,621.0,0.694
5627.0,4.568,0.818,0,3.04476607,9.568,272.6,15.7,379.01,1126.0,1.159
5818.0,4.464,0.986,0,70.9672087,6.9623,784.7,2.84,8.66,438.0,0.545
5780.0,4.438,1.0,0,4.45543346,5.116,245680.0,51.69,354.27,1106.0,0.469
5853.0,4.529,0.895,0,14.323889947,4.83729,69072.0,45.93,63.62,720.0,1.073
6167.0,4.354,1.121,0,20.427232317,3.46429,121810.0,601.32,74.27,749.0,5.499
3287.0,0.114,152.969,0,106.18732,10.29,266.1,231.85,11829.18,2660.0,0.027
5741.0,4.331,1.136,0,105.6552651,9.39,1366.9,4.22,6.51,407.0,0.371
6024.0,4.385,1.078,0,4.029803201,4.4301,191070.0,47.58,545.64,1233.0,0.17
6282.0,4.207,1.343,0,1.303858554,4.36797,126640.0,73.29,4438.11,2080.0,0.928
5176.0,4.612,0.738,0,9.74765878,2.62,102.0,0.78,50.3,679.0,0.658
5700.0,4.327,1.176,0,3.18899015,2.722,66.2,0.98,693.65,1309.0,0.526
6450.0,4.386,1.155,0,309.89103,16.4,321.3,2.15,2.3,314.0,0.569
5314.0,2.782,11.82,0,1.570518376,3.2035,2213.2,450.76,67267.85,4106.0,1.295
4530.0,4.566,0.735,0,115.9943364,2.4136,37571.0,13.66,1.16,265.0,0.028
5319.0,4.612,0.654,0,0.623441636,1.46001,19340.0,29.19,2025.22,1711.0,1.2127
5032.0,3.042,5.922,0,14.5417471,5.6067,1088.6,163.25,1176.23,1494.0,1.214
6313.0,4.325,1.098,0,2.81753381,2.1551,3836.0,52.91,1180.61,1494.0,1.373
5594.0,4.489,0.934,0,0.762132307,1.22,63.7,0.75,2913.14,1872.0,0.399
4727.0,2.497,13.547,0,56.6993107,7.0706,5824.7,539.16,598.36,1261.0,1.264
5555.0,4.502,0.811,0,161.252247,23.467,2185.9,4.49,2.0,303.0,0.892
6220.0,4.398,1.056,0,0.867719291,6.323,2651.8,37.79,4662.2,2106.0,1.27
6438.0,4.33,1.166,0,1.803697292,1.5922,69.7,1.0,2385.75,1783.0,0.405
5048.0,4.571,0.707,0,0.84112187,2.0431,75070.0,39.34,1240.91,1514.0,1.0871
5400.0,4.382,0.978,0,0.828326025,1.42721,10718.0,49.67,2739.59,1845.0,1.3292
5455.0,4.458,0.897,0,1.219324537,4.7501,379060.0,60.62,1432.21,1569.0,0.489
4577.0,4.688,0.557,0,2.401751509,2.0835,25044.0,268.75,146.91,888.0,5.25
5780.0,4.438,1.0,0,36.97709537,5.2063,217140.0,59.66,21.08,546.0,0.75
5642.0,4.114,1.415,0,16.371883638,3.44467,65927.0,70.73,117.9,840.0,1.066
5510.0,3.641,2.649,0,2.617284592,9.5545,231450.0,162.67,3885.11,2013.0,0.743
6366.0,4.239,1.296,0,10.14873521,5.603,116120.0,71.11,281.19,1045.0,0.965
5780.0,4.438,1.0,0,2.897436854,3.2833,289810.0,64.69,627.44,1277.0,0.642
7358.0,3.538,4.037,0,5.546083089,2.717,2211.0,22.27,7027.09,2336.0,0.902
5662.0,4.575,0.805,0,6.87366398,7.0845,9766.9,12.01,128.52,859.0,0.958
5780.0,4.438,1.0,0,0.668483494,2.4129,722770.0,138.76,4439.53,2082.0,0.773
4628.0,4.651,0.653,0,1.070272827,4.2844,9886.5,28.73,528.52,1224.0,1.269
5596.0,3.48,3.938,0,0.977170246,3.4842,151.1,5.08,25506.22,3226.0,0.646
6247.0,4.489,0.954,0,1.135930136,4.5036,27247.0,52.05,2683.57,1836.0,1.282
7479.0,3.919,2.324,0,1.801863222,7.2492,262580.0,145.36,12930.1,2721.0,0.681
5145.0,3.466,3.866,0,54.77145968,37.1871,7224.8,34.32,86.12,777.0,0.637
6397.0,4.331,1.157,0,1.674690886,2.0179,527.4,29.78,2558.96,1813.0,1.212
3644.0,4.871,0.389,0,1.013774136,1.2774,33878.0,18.59,110.51,827.0,1.161
5631.0,4.212,1.263,0,290.1401717,2.1583,4836.0,11.58,2.02,304.0,0.935
4243.0,4.637,0.641,0,161.515617,6.548,2215.3,2.88,0.47,211.0,0.001
5562.0,4.601,0.756,0,2.112405306,2.5845,489.0,19.01,533.2,1225.0,1.207
6384.0,4.419,1.086,0,1.870990236,1.8432,642.6,26.1,1824.38,1668.0,1.193
4694.0,2.564,12.701,0,5.56648691,10.931,694.9,43.67,11089.75,2618.0,0.935
5520.0,4.572,0.818,0,1.33253834,3.737,62.4,0.64,1051.03,1453.0,0.164
6140.0,4.394,1.053,0,1.241483276,2.195,141.0,27.25,2761.35,1847.0,1.227
5299.0,3.672,2.761,0,3.01551943,3.1713,159580.0,155.81,2692.16,1837.0,0.851
5780.0,4.438,1.0,0,2.112395777,2.7714,262600.0,115.26,957.45,1419.0,1.285
6642.0,4.057,1.846,0,14.8444836,6.091,177.9,2.49,336.06,1092.0,0.149
3979.0,4.699,0.544,0,2.252417903,1.9767,32296.0,27.09,88.43,782.0,1.198
5977.0,4.472,0.931,0,2.900613144,3.7357,165480.0,38.63,650.9,1289.0,0.334
5704.0,4.575,0.804,0,174.7697122,2.3569,68139.0,38.79,1.77,294.0,1.036
5780.0,4.438,1.0,0,31.43284649,5.3541,178870.0,57.21,26.19,577.0,0.815
5700.0,4.327,1.176,0,1.72110057,1.922,29.7,0.7,1575.2,1607.0,0.767
6327.0,3.84,2.433,0,9.72675447,19.6214,6641.6,995.22,815.99,1363.0,4.676
6572.0,4.208,1.418,0,8.096939227,2.8833,142890.0,68.48,481.48,1194.0,0.786
5441.0,4.553,0.791,0,0.64234865,2.1184,39597.0,25.76,2653.37,1829.0,0.966
5770.0,3.946,1.685,0,130.4194187,4.165,2290.9,57.51,11.79,473.0,1.258
6505.0,4.342,1.228,0,1.78526527,6.2233,1733.1,41.19,2563.99,1815.0,1.262
6586.0,4.361,1.207,0,4.8591441,3.8588,2183.6,6.9,681.41,1303.0,0.932
5122.0,2.886,9.828,0,5.95077813,5.6,761.8,32.26,7394.55,2366.0,0.881
4932.0,4.777,0.492,0,99.673478,0.968,2496.0,576.14,1.11,262.0,11.6846
6161.0,4.454,1.053,0,4.7425521,1.11,3583.0,7.27,426.49,1159.0,0.851
5319.0,4.548,0.734,0,0.955297055,1.7405,846.1,18.16,1367.42,1550.0,1.193
5869.0,4.528,0.892,0,280.476576,32.24,651.2,3.16,1.22,268.0,0.974
4991.0,2.933,7.506,0,152.8255989,22.688,2173.5,34.85,68.47,734.0,0.409
5258.0,3.597,2.78,0,47.1096306,5.741,752.2,78.98,75.4,751.0,1.23
5705.0,4.444,1.026,0,2.41660149,1.9699,83.6,0.92,770.05,1343.0,0.035
5802.0,4.492,0.794,0,4.252082243,2.7543,8290.5,33.14,303.48,1064.0,1.268
6289.0,4.33,1.142,0,14.180228311,4.5344,172740.0,62.41,137.11,873.0,0.795
5725.0,4.506,0.913,0,282.5253558,10.7965,9746.4,8.98,1.15,264.0,0.248
6569.0,4.281,1.235,0,1.87887673,6.60887,824390.0,148.25,2750.37,1846.0,0.441
5780.0,4.438,1.0,0,17.79391159,4.3194,93395.0,33.3,55.88,697.0,0.692
5516.0,3.765,2.178,0,7.942583252,7.0612,88327.0,219.02,644.35,1285.0,1.522
5780.0,4.438,1.0,0,15.85231085,4.8707,437860.0,679.44,65.17,725.0,6.286
8796.0,3.711,3.278,0,2.415925551,9.7769,560970.0,300.82,29070.1,3329.0,0.511
6025.0,4.472,0.999,0,0.656201038,4.17901,174860.0,112.77,5094.25,2157.0,1.439
6432.0,4.207,1.345,0,2.617280959,9.661,3089.9,395.94,1918.98,1689.0,3.651
6432.0,4.207,1.345,0,18.577903,20.11,99.8,1.36,140.97,879.0,0.105
6690.0,4.375,1.174,0,1.412524016,5.74859,175780.0,68.92,3627.17,1978.0,0.846
4401.0,4.621,0.645,0,5.77676732,6.822,5794.8,26.2,47.55,670.0,1.273
5611.0,4.388,1.073,0,88.40678718,12.3079,1724.4,4.55,6.65,410.0,0.535
