st_teff,st_logg,st_rad,st_dist,pl_orbper,pl_trandurh,pl_trandep,pl_rade,pl_insol,pl_eqt,Rp_Rs
5616.0,4.529,0.903,0,3.70122061,2.523,327.4,1.62,330.02,1087.0,0.178
3821.0,4.764,0.487,0,6.247030799,1.4848,1496.6,1.89,16.23,512.0,0.039
5196.0,4.524,0.772,0,13.73474071,2.769,746.4,2.71,38.11,634.0,0.941
6487.0,4.397,1.118,0,700.00298217,7.6525,3245.9,6.43,0.76,238.0,0.143
5587.0,4.548,0.791,0,272.0868353,2.7145,5572.0,5.95,0.93,251.0,0.3629
6143.0,4.177,1.507,0,14.55387488,6.973,319.7,3.45,183.48,939.0,0.955
8040.0,3.707,3.325,0,0.895277575,2.711,534.5,9.27,77480.31,4253.0,0.928
6198.0,4.237,1.324,0,81.0637895,3.001,476.0,3.01,16.12,511.0,0.584
5600.0,4.455,0.872,0,24.8056775,6.148,624.4,2.16,28.22,588.0,0.007
5657.0,4.364,1.046,0,13.02493307,4.5706,778.4,2.88,90.1,786.0,0.004
5600.0,4.455,0.872,0,44.3471936,6.43,791.7,2.45,13.0,484.0,0.273
5600.0,4.455,0.872,0,9.2207691,4.907,140.0,1.02,105.63,817.0,0.037
5600.0,4.455,0.872,0,13.6396648,5.425,162.7,1.1,62.6,717.0,0.105
5194.0,4.559,0.815,0,1.922799706,1.8604,259.7,1.28,514.44,1215.0,0.036
5823.0,4.427,0.96,0,3.222975318,2.9247,232.7,1.47,558.65,1239.0,0.33
5823.0,4.427,0.96,0,42.0370662,6.282,266.8,1.66,18.16,527.0,0.672
5823.0,4.427,0.96,0,21.0112068,4.507,163.6,1.4,45.79,663.0,0.853
5689.0,4.202,1.313,0,4.16811839,2.8084,263.0,2.28,628.73,1277.0,0.709
5774.0,4.526,0.864,0,5.82348911,2.2441,888.7,3.0,196.33,955.0,0.877
4942.0,4.599,0.779,0,8.75059775,2.8288,881.9,2.27,51.0,682.0,0.33
6406.0,4.436,1.033,0,9.41475056,4.736,483.4,19.33,202.58,962.0,1.148
6899.0,4.273,1.386,0,0.56669006,2.1674,104.6,1.52,18023.71,2955.0,0.7102
6014.0,4.486,0.993,0,7.13969705,3.981,512.9,2.24,205.23,965.0,0.027
3976.0,4.721,0.54,0,18.75470238,3.0331,995.3,1.67,5.03,382.0,0.034
6309.0,4.217,1.32,0,3.00363219,3.732,101.2,1.43,1441.44,1571.0,0.727
5730.0,4.34,1.122,0,11.30123036,4.022,277.1,1.85,124.42,852.0,0.117
5959.0,4.121,1.334,0,0.796722833,2.4551,107.1,1.44,7844.64,2401.0,0.601
5776.0,4.34,1.047,0,4.24153629,2.971,188.1,1.44,452.95,1177.0,0.257
5968.0,3.972,1.857,0,17.32419108,8.045,241.3,3.14,204.1,964.0,0.764
5768.0,4.358,1.067,0,14.37457572,4.7892,335.8,1.94,87.24,779.0,0.035
5768.0,4.358,1.067,0,9.65188331,4.296,103.2,1.08,148.32,890.0,0.122
5743.0,3.881,1.971,0,6.0990118,3.6112,227.5,3.16,842.53,1374.0,0.688
5776.0,4.554,0.849,0,49.4781446,2.493,496.6,1.88,10.73,462.0,0.048
5977.0,4.08,1.571,0,30.8639476,8.864,256.5,3.01,72.05,743.0,0.907
5881.0,4.315,1.171,0,2.403640701,1.4012,74.9,1.24,1164.85,1489.0,0.918
6547.0,4.241,1.371,0,2.90060781,2.563,124.8,1.58,1727.31,1645.0,0.47
5940.0,4.306,1.215,0,4.51436096,3.0083,230.7,1.84,543.73,1231.0,0.118
6224.0,4.404,0.969,0,3.77359871,2.7282,176.0,1.29,614.52,1270.0,0.0
6224.0,4.404,0.969,0,8.18182189,2.4566,299.6,1.77,218.9,981.0,0.655
3751.0,4.813,0.45,0,13.32389352,3.2208,781.3,1.26,4.83,378.0,0.073
6236.0,4.246,1.378,0,4.919584997,4.1988,425.7,2.86,702.13,1312.0,0.243
6311.0,4.398,1.172,0,11.41911886,5.135,509.2,3.32,170.33,921.0,0.947
6244.0,4.46,1.009,0,11.36113254,4.1886,569.5,2.6,134.97,869.0,0.734
5693.0,4.551,0.856,0,1.3866358,4.77,70.1,0.72,1205.94,1503.0,0.3783
3957.0,4.693,0.553,0,14.53410833,3.3094,510.6,1.36,7.34,420.0,0.766
5968.0,3.972,1.857,0,33.0063185,7.118,278.1,3.13,86.38,778.0,0.39
5800.0,4.202,1.435,0,11.13127159,4.2372,211.2,2.06,194.31,952.0,0.01
6341.0,4.409,1.111,0,3.47143963,3.663,99.8,1.19,805.05,1358.0,0.719
5618.0,4.401,0.996,0,29.6193891,4.9595,314.7,1.74,26.79,580.0,0.046
4728.0,4.628,0.693,0,8.925079516,2.6766,977.5,2.36,36.89,628.0,0.74
5774.0,4.106,1.395,0,8.0922105,5.7696,65.3,1.44,331.65,1089.0,0.951
6338.0,3.973,2.046,0,3.117087797,3.06941,12152.0,88.51,2725.12,1842.0,1.255
5657.0,4.364,1.046,0,22.687155,5.4921,960.0,3.2,42.95,653.0,0.023
5480.0,4.529,0.843,0,0.937406378,1.9515,5079.6,7.09,1790.11,1659.0,0.8735
5546.0,4.575,0.81,0,0.668483615,2.0909,2899.8,29.53,2642.17,1832.0,1.269
5344.0,4.545,0.809,0,4.429633087,3.0257,6120.1,32.12,192.62,950.0,1.264
6309.0,4.34,1.132,0,1.544927524,1.0134,138.5,1.39,2606.96,1824.0,0.533
6060.0,4.227,1.257,0,4.48758768,2.874,112.0,1.37,684.07,1305.0,0.532
5458.0,4.381,0.972,0,0.323021692,2.3442,47100.0,46.4,9913.7,2545.0,1.1083
5868.0,4.53,0.894,0,4.70818628,3.278,56545.0,42.99,282.41,1046.0,1.082
5945.0,4.196,1.346,0,14.405857436,5.48509,30431.0,23.42,146.95,888.0,0.001
5598.0,4.565,0.83,0,7.702374154,3.8459,18377.0,225.25,109.38,825.0,3.346
5818.0,4.436,0.855,0,16.56062577,2.611,700.8,2.94,57.28,701.0,0.96
6191.0,4.454,1.025,0,15.74958583,4.6672,659.5,2.77,86.18,777.0,0.637
5988.0,4.278,1.314,0,37.8145252,9.109,412.5,3.04,36.25,626.0,0.845
5607.0,4.447,0.886,0,12.64504291,9.117,200.4,1.55,71.28,741.0,0.931
5607.0,4.447,0.886,0,21.5262958,8.392,190.0,1.36,35.03,621.0,0.804
5607.0,4.447,0.886,0,33.8845825,6.538,224.1,1.74,19.13,533.0,0.961
5426.0,4.107,1.421,0,6.40087137,2.5561,133.6,1.91,357.44,1109.0,0.861
5010.0,3.62,3.051,0,30.1599411,7.874,175.9,4.54,115.69,836.0,0.802
5010.0,3.62,3.051,0,51.0771048,11.233,141.5,3.66,57.28,702.0,0.498
5055.0,3.443,3.733,0,4.2856756,4.059,31.4,2.13,2429.13,1790.0,0.5445
5845.0,4.558,0.838,0,7.388833611,5.62857,13064.0,10.66,139.94,877.0,0.799
6568.0,4.36,1.211,0,2.698021895,23.192,6721.2,52.51,1481.76,1582.0,1.3
6392.0,4.425,1.072,0,117.93110803,5.8796,8506.6,10.36,7.2,418.0,0.615
5284.0,4.523,0.812,0,4.887806806,2.4078,4676.0,5.71,167.54,918.0,0.561
6146.0,4.497,0.943,0,11.973605044,4.3117,3822.9,38.2,106.83,820.0,1.3
5897.0,4.429,0.891,0,1.231364189,5.8574,1097.1,5.39,2005.15,1707.0,0.995
5999.0,4.494,0.959,0,2.102416517,1.7684,1502.5,29.29,1003.06,1435.0,1.236
6014.0,4.494,0.958,0,11.703109303,2.0467,4201.0,37.3,102.47,811.0,1.279
6375.0,4.292,1.178,0,13.73808249,3.354,660.7,3.84,163.52,912.0,0.957
6440.0,4.38,1.169,0,16.66216657,3.8762,27442.0,843.45,114.41,834.0,7.444
5916.0,4.296,1.175,0,0.752159702,2.3621,3425.0,43.73,5767.22,2224.0,1.272
5030.0,4.658,0.651,0,4.81886153,6.223,1318.6,2.96,98.29,803.0,0.924
5933.0,4.342,1.115,0,125.86540191,9.0191,12390.0,12.37,5.71,394.0,0.101
5933.0,4.342,1.115,0,34.5439452,3.482,429.8,2.67,32.02,607.0,0.87
5761.0,4.091,1.518,0,10.74241765,6.0633,415.2,3.06,243.94,1008.0,0.034
7516.0,3.651,3.685,0,4.02378908,3.237,32.1,2.24,9293.19,2504.0,0.715
6286.0,4.312,1.188,0,0.312941621,2.0646,35262.0,58.02,23300.36,3151.0,1.1789
6039.0,4.426,0.992,0,2.495780169,4.2721,25070.0,15.75,929.47,1408.0,0.133
5761.0,4.573,0.805,0,8.428090255,1.881,11356.0,517.43,105.54,817.0,6.787
5447.0,4.559,0.838,0,8.344104633,1.8014,9695.0,836.31,89.55,785.0,10.047
3874.0,4.715,0.535,0,1.714274727,2.06728,28460.0,25.0,110.02,827.0,1.182
5323.0,4.085,1.452,0,137.75960504,9.1713,83298.0,49.52,5.81,396.0,0.776
5665.0,4.568,0.82,0,2.155278342,2.1064,20739.0,16.89,620.67,1272.0,0.926
5319.0,4.501,0.798,0,3.661326482,2.5714,17846.0,12.07,258.6,1023.0,0.812
4728.0,4.628,0.693,0,4.75400072,2.5394,748.7,2.0,85.23,775.0,0.672
5019.0,2.99,6.836,0,165.739861,24.9393,7343.4,57.54,54.1,692.0,0.263
6739.0,4.332,1.275,0,9.08937826,6.255,779.8,5.35,351.45,1104.0,0.982
5640.0,4.236,1.291,0,3.234699282,3.59385,10559.0,13.06,797.62,1356.0,0.079
5657.0,4.364,1.046,0,31.99552485,4.2817,1376.1,4.12,27.17,582.0,0.69
6089.0,4.566,0.802,0,1.577800747,2.1626,697.7,31.24,1236.23,1513.0,1.332
5821.0,4.297,1.129,0,2.380862632,4.20416,32634.0,21.65,1133.0,1480.0,0.664
5739.0,4.433,0.996,0,1.752567456,5.4993,607.3,26.56,1202.54,1502.0,1.218
5671.0,4.128,1.442,0,51.92920654,5.2637,3425.8,8.49,25.6,574.0,0.398
5209.0,4.446,0.953,0,3.014330766,2.4747,975.3,2.87,377.79,1124.0,0.01
4769.0,4.622,0.714,0,5.644914154,2.2599,1397.9,2.66,72.38,744.0,0.445
4989.0,4.585,0.791,0,3.105507835,1.7458,904.6,2.68,217.91,980.0,0.799
6119.0,4.46,0.967,0,1.336109338,1.7419,2204.3,35.19,2106.49,1727.0,1.28
4843.0,4.562,0.754,0,13.35151248,3.6045,3308.8,4.44,27.77,585.0,0.573
5923.0,4.445,1.021,0,1693.6636225,22.604,9515.3,10.23,0.14,157.0,0.5283
3526.0,4.866,0.383,0,5.841636615,1.8734,1336.3,1.38,9.38,446.0,0.026
3526.0,4.866,0.383,0,19.85029495,2.8407,1607.5,1.52,1.83,297.0,0.217
5761.0,4.091,1.518,0,15.27443889,6.0765,206.7,2.17,152.62,896.0,0.153
4260.0,4.663,0.58,0,22.34293693,7.0813,2691.1,2.92,6.01,399.0,0.001
5316.0,4.477,0.872,0,119.40817159,9.3537,18563.0,16.26,2.72,328.0,0.915
7021.0,4.275,1.485,0,1.171536413,1.5878,1132.7,7.12,7673.2,2387.0,0.973
6084.0,4.542,0.863,0,0.973547911,2.2858,435.7,11.52,2556.6,1814.0,1.097
5764.0,4.548,0.863,0,3.053563251,3.2551,508.4,21.79,444.16,1171.0,1.208
6371.0,4.426,1.072,0,1.031096352,2.781,265.4,2.36,3954.46,2020.0,0.979
4141.0,4.684,0.582,0,11.00817635,2.013,1462.5,2.15,13.39,488.0,0.025
4141.0,4.684,0.582,0,92.7495777,5.506,1105.1,1.87,0.78,240.0,0.019
4976.0,3.331,4.157,0,52.5008645,14.9066,946.7,12.41,102.94,812.0,0.11
4441.0,4.71,0.53,0,0.63133171,1.1487,434.5,1.2,726.72,1322.0,0.726
5291.0,4.489,0.882,0,12.69905011,2.9899,797.4,2.62,52.55,686.0,0.663
4769.0,4.622,0.714,0,8.74292005,2.6277,779.5,1.92,40.33,643.0,0.025
4769.0,4.622,0.714,0,3.64830183,1.9985,371.7,1.33,129.44,860.0,0.063
4769.0,4.622,0.714,0,2.345863002,1.6795,316.7,1.23,233.38,997.0,0.035
5986.0,4.527,0.85,0,37.1011418,5.5556,1357.5,3.19,18.95,532.0,0.41
5986.0,4.527,0.85,0,104.8205868,4.4794,3920.1,6.45,4.74,376.0,0.918
3526.0,4.866,0.383,0,10.8644095,1.853,748.7,1.14,4.09,363.0,0.763
5066.0,3.974,1.659,0,124.4197175,3.7197,4107.0,10.3,7.07,416.0,0.017
4838.0,4.625,0.701,0,1.219568047,1.5681,494.9,1.51,578.96,1252.0,0.067
5632.0,4.282,1.176,0,2.05388477,2.1635,546.7,2.74,1271.11,1523.0,0.282
5618.0,4.46,0.897,0,38.86848956,6.0573,1004.9,2.81,15.89,509.0,0.028
6366.0,4.045,1.697,0,35.7353616,8.491,778.8,5.47,84.66,774.0,0.878
6366.0,4.045,1.697,0,12.30971679,6.74,396.0,3.82,350.46,1104.0,0.847
6781.0,4.422,1.067,0,54.4205407,8.559,598.0,3.2,25.6,574.0,0.9414
6022.0,4.453,1.039,0,14.32407216,4.6577,2053.9,38.86,88.38,782.0,1.292
5936.0,4.501,0.965,0,27.07237655,6.9592,514.2,2.18,31.58,605.0,0.015
5291.0,4.489,0.882,0,37.5142128,5.303,935.0,2.68,12.38,478.0,0.366
5949.0,4.493,0.962,0,55.6391882,7.316,853.0,3.13,12.33,478.0,0.811
5657.0,4.364,1.046,0,46.6856205,6.3794,588.8,2.52,16.41,513.0,0.217
5490.0,4.263,1.167,0,34.2966363,19.718,696.6,3.29,27.6,584.0,0.711
5999.0,4.494,0.959,0,4.59726613,2.909,313.0,1.69,352.4,1105.0,0.033
5557.0,4.037,1.616,0,9.97716876,5.908,252.9,2.53,263.89,1028.0,0.002
6201.0,4.472,0.989,0,3.02168007,2.8264,171.9,1.31,744.35,1332.0,0.349
6014.0,4.486,0.993,0,30.882538697,5.3737,24012.0,15.4,29.12,593.0,0.197
5754.0,3.639,2.758,0,72.4914068,3.612,1063.5,15.33,56.76,700.0,0.989
5956.0,4.324,1.17,0,4.93913074,1.362,382.9,24.03,461.47,1182.0,1.167
4198.0,4.689,0.574,0,2.240486703,1.3988,436.3,1.22,115.98,837.0,0.461
5868.0,4.363,1.042,0,105.0145774,7.426,296.0,2.29,6.44,406.0,0.954
4929.0,4.481,0.861,0,4.88084456,2.5574,343.0,1.55,141.0,879.0,0.227
5610.0,4.316,1.171,0,10.56137217,3.2645,238.4,2.43,133.56,867.0,0.963
6127.0,4.356,1.08,0,67.6690554,9.556,961.1,3.39,14.24,495.0,0.354
5155.0,4.523,0.836,0,3.949627144,1.5485,807.2,2.32,206.05,966.0,0.049
5180.0,4.597,0.769,0,16.00460392,3.9475,831.9,2.24,27.41,583.0,0.49
4951.0,3.876,1.843,0,3.55650737,8.545,293.6,3.05,918.25,1405.0,0.01
5258.0,4.458,0.873,0,3.148661555,2.1978,550.5,2.15,342.76,1097.0,0.652
5717.0,4.564,0.826,0,0.70544824,2.9423,462.4,20.03,2899.07,1868.0,1.2
4723.0,4.628,0.691,0,3.295701024,1.8268,1745.7,2.81,138.38,875.0,0.267
4723.0,4.628,0.691,0,9.65349016,2.9029,1308.6,2.41,32.98,611.0,0.149
4723.0,4.628,0.691,0,5.315954488,1.1165,965.9,2.33,73.19,746.0,0.718
5632.0,4.554,0.853,0,10.04556377,3.2027,671.4,2.19,81.61,766.0,0.075
4723.0,4.628,0.691,0,1.499144441,1.4259,258.9,1.09,395.06,1137.0,0.331
5430.0,4.555,0.858,0,5.082748362,1.7732,276.7,1.4,175.06,928.0,0.063
6116.0,4.158,1.383,0,5.00673576,1.9398,191.2,2.0,726.94,1324.0,0.599
5903.0,4.3,1.156,0,9.17617167,4.2642,206.9,1.66,200.99,960.0,0.107
5903.0,4.3,1.156,0,19.7383992,4.894,168.1,1.61,72.32,744.0,0.732
5997.0,4.466,0.971,0,41.6980186,5.7047,440.8,2.03,19.61,537.0,0.002
5243.0,4.547,0.831,0,59.6585348,5.514,1043.8,3.59,5.66,393.0,0.956
5339.0,4.096,1.433,0,52.6298542,6.118,675.8,3.68,20.65,544.0,0.311
5803.0,4.134,1.373,0,10.290994129,4.28889,9655.7,13.43,233.08,996.0,0.049
5822.0,4.557,0.837,0,14.8783945,7.491,322.8,1.63,54.19,692.0,0.749
6108.0,4.471,0.997,0,59.6222627,6.888,993.4,3.63,13.23,486.0,0.873
6418.0,4.395,1.171,0,4.9883873,9.059,507.6,3.28,550.52,1236.0,0.944
4723.0,4.557,0.747,0,8.19596647,2.824,792.8,2.04,48.2,672.0,0.252
5900.0,4.5,0.929,0,15.59466045,5.0478,867.7,2.74,62.88,718.0,0.266
4802.0,4.582,0.701,0,56.35407916,3.4449,1037.0,2.59,3.63,352.0,0.835
5921.0,4.484,0.912,0,36.12895451,2.2348,3758.6,53.72,21.05,546.0,1.474
6132.0,4.479,0.947,0,32.50456309,2.4657,7589.6,10.68,28.8,591.0,0.927
4489.0,4.662,0.609,0,1.332560589,4.2427,566.6,1.4,330.32,1086.0,0.009
5654.0,4.387,0.998,0,31.56904354,2.6364,4229.4,11.18,25.83,575.0,0.985
5931.0,4.479,0.866,0,9.08590495,2.0718,2121.3,6.28,130.1,861.0,0.978
5997.0,4.522,0.904,0,0.784512952,2.4623,586.0,25.48,3432.93,1952.0,1.234
5975.0,4.453,0.949,0,0.883778461,1.6339,120.1,1.09,3316.4,1934.0,0.605
6139.0,4.291,1.194,0,2.465024332,1.262,30.7,0.69,1406.11,1561.0,0.548
6099.0,4.193,1.308,0,15.86624787,4.25,77.3,1.31,141.18,879.0,0.858
6378.0,3.878,2.002,0,4.288515468,2.2959,3456.7,76.51,2081.57,1722.0,1.283
5167.0,4.527,0.848,0,3.797018259,2.2608,14431.0,10.07,219.64,982.0,0.321
5992.0,4.385,1.125,0,1.340596782,1.6484,107.5,1.16,2393.35,1783.0,0.007
6018.0,4.46,0.969,0,17.42393582,4.929,770.9,3.29,64.13,722.0,0.927
3609.0,4.843,0.422,0,9.8786461,1.8915,1472.7,1.6,5.65,393.0,0.019
4827.0,4.615,0.729,0,44.96407458,4.981,811.6,2.0,4.89,379.0,0.11
5774.0,4.567,0.818,0,49.7700907,10.065,3529.2,5.12,10.16,455.0,0.655
7238.0,4.221,1.568,0,12.7319385,4.4157,11449.0,70.11,405.75,1145.0,1.278
5776.0,4.527,0.889,0,0.520222869,1.2216,269.5,1.52,5038.49,2145.0,0.562
6213.0,4.387,1.195,0,5.83376197,3.9988,532.9,2.98,403.49,1143.0,0.742
6213.0,4.387,1.195,0,2.42150341,2.965,171.5,1.62,1305.04,1532.0,0.55
5440.0,4.438,0.885,0,14.16400071,4.3031,728.1,2.35,54.95,694.0,0.027
5440.0,4.438,0.885,0,0.840594032,1.404,49.8,0.62,2368.31,1780.0,0.018
5440.0,4.438,0.885,0,6.20920207,2.637,101.9,0.89,164.98,914.0,0.272
5103.0,4.562,0.787,0,5.48711441,2.93,1328.6,3.24,115.29,836.0,0.812
5103.0,4.562,0.787,0,8.29084167,3.613,1033.9,3.21,66.47,728.0,0.929
5103.0,4.562,0.787,0,3.20539622,2.143,453.6,1.7,236.11,1000.0,0.512
5103.0,4.562,0.787,0,16.73869035,2.398,996.8,2.56,26.06,576.0,0.578
6197.0,4.449,1.035,0,5.093938816,3.93144,25027.0,17.19,395.38,1137.0,0.618
6026.0,4.321,1.207,0,13.93291548,2.6239,131.6,1.66,124.53,852.0,0.908
6250.0,4.184,1.543,0,2.36436762,3.372,28.4,0.82,2228.09,1752.0,0.146
4830.0,4.605,0.676,0,20.6654374,3.172,100.4,0.66,13.35,487.0,0.05
6065.0,3.97,1.877,0,20.31047472,5.3357,164.6,2.41,177.81,931.0,0.05
7732.0,4.075,2.022,0,69.8347983,8.262,266.6,3.51,80.97,765.0,0.672
5662.0,4.532,0.806,0,2.53475568,4.5716,463.0,2.02,519.95,1218.0,0.878
4748.0,4.526,0.797,0,2.59488443,1.684,592.2,2.36,249.92,1014.0,0.885
5654.0,4.59,0.774,0,43.3167427,4.995,987.5,2.42,10.47,459.0,0.034
5214.0,4.673,0.587,0,19.18109525,2.424,865.4,1.72,16.42,513.0,0.007
6147.0,4.463,1.003,0,37.590298548,4.3855,19939.0,14.39,25.53,573.0,0.38
6090.0,4.447,1.071,0,31.0033072,5.253,645.2,2.72,34.03,616.0,0.151
5185.0,4.442,0.911,0,3.351556891,2.4005,341.9,1.64,314.73,1074.0,0.129
4831.0,4.568,0.724,0,2.617028373,2.046,499.4,1.57,233.23,996.0,0.146
5198.0,4.6,0.759,0,1.876406096,1.531,433.8,1.57,476.68,1192.0,0.302
6093.0,3.737,2.623,0,6.71425632,3.339,283.5,5.76,1416.6,1565.0,0.965
5604.0,4.451,0.943,0,150.2412582,10.849,2378.5,4.6,2.72,327.0,0.345
5919.0,4.485,1.0,0,53.44944498,5.3091,3437.0,5.82,13.23,486.0,0.092
5791.0,4.549,0.856,0,0.466743525,1.3956,796.1,20.43,5480.92,2197.0,1.186
5394.0,4.622,0.72,0,1.727177258,2.081,347.4,1.42,576.55,1250.0,0.676
4955.0,4.61,0.721,0,7.24022418,2.9153,864.9,2.14,62.1,716.0,0.507
4955.0,4.61,0.721,0,4.64622383,2.5137,446.5,1.82,112.18,830.0,0.88
6068.0,4.04,1.797,0,10.29674097,2.7292,1011.8,5.75,384.86,1129.0,0.298
6068.0,4.04,1.797,0,5.93919041,2.285,424.5,3.7,801.92,1357.0,0.107
6243.0,4.406,1.149,0,19.74733983,3.4444,480.7,2.62,76.57,754.0,0.595
4939.0,4.541,0.765,0,30.360445359,6.0134,21125.0,10.99,10.47,459.0,0.359
5836.0,4.347,1.166,0,4.4096675,2.1418,132.7,1.51,476.94,1192.0,0.814
5251.0,4.541,0.847,0,4.16787814,2.2136,168.1,1.07,202.48,962.0,0.168
5619.0,4.264,1.199,0,11.79161234,3.036,415.4,2.41,127.75,857.0,0.034
5578.0,4.484,0.936,0,20.55848388,1.449,677.3,36.9,35.76,624.0,1.334
5754.0,4.534,0.905,0,26.964501,3.792,601.7,2.2,25.56,573.0,0.006
5447.0,4.481,0.917,0,7.76845639,3.689,217.8,1.35,118.09,841.0,0.353
5947.0,4.482,0.881,0,2.178154348,3.4874,428.6,22.22,886.88,1392.0,1.21
5970.0,4.521,0.908,0,5.03257009,4.213,439.1,2.53,283.49,1047.0,0.97
5813.0,4.561,0.833,0,40.4286676,7.102,916.1,2.92,14.08,494.0,0.872
6170.0,4.472,0.992,0,21.3588236,5.823,640.1,2.52,53.89,691.0,0.092
5900.0,4.509,0.951,0,22.0459163,5.22,804.8,3.05,39.69,640.0,0.837
6273.0,4.129,1.493,0,49.6456235,23.568,857.5,43.41,41.57,648.0,1.236
4955.0,4.61,0.721,0,17.32670445,4.269,800.0,2.23,19.38,535.0,0.756
4955.0,4.61,0.721,0,44.8411168,5.902,1051.6,2.75,5.45,390.0,0.864
5708.0,4.578,0.795,0,1.008917105,1.4577,338.5,1.51,1698.88,1636.0,0.545
4802.0,4.616,0.699,0,13.75207851,2.8831,1215.6,2.81,22.57,556.0,0.836
6108.0,4.466,1.03,0,6.33855946,3.4617,721.7,3.31,270.47,1034.0,0.907
5705.0,4.556,0.844,0,11.30507984,3.989,278.4,1.4,72.67,744.0,0.195
6056.0,4.217,1.381,0,4.59489816,3.1381,109.7,1.85,716.65,1319.0,0.953
5246.0,4.47,0.891,0,32.2964275,4.561,472.2,1.9,15.14,503.0,0.207
5068.0,4.608,0.743,0,2.97041801,2.2369,530.7,1.7,228.11,991.0,0.379
6273.0,4.364,1.139,0,9.9824036,1.09,83.9,1.17,205.65,966.0,0.8093
4976.0,4.577,0.701,0,12.681733929,1.6866,5879.1,7.25,30.84,601.0,0.929
5465.0,4.566,0.817,0,6.814984472,3.05409,23915.0,14.18,115.58,836.0,0.793
3626.0,0.684,97.41,0,63.9354965,13.321,1250.6,2637.6,10631.01,2590.0,1.2
5286.0,4.627,0.636,0,83.09708021,9.2639,15860.0,13.83,2.78,329.0,0.993
5972.0,4.313,1.237,0,7.891448838,4.2854,10345.0,12.63,263.54,1028.0,0.306
4932.0,4.618,0.718,0,0.839961456,1.3008,492.9,1.63,1066.37,1455.0,0.548
5743.0,4.553,0.853,0,2.578852119,2.3581,334.3,1.63,540.56,1230.0,0.625
5237.0,4.572,0.826,0,9.04189129,2.789,783.4,3.24,66.83,729.0,0.967
6325.0,4.188,1.518,0,30.22910274,6.6751,443.4,3.49,76.88,755.0,0.77
6258.0,4.449,1.031,0,0.798200403,1.8261,396.8,24.03,4875.01,2128.0,1.193
5907.0,4.519,0.878,0,3.479425638,3.4479,19550.0,12.86,435.85,1166.0,0.612
5955.0,4.534,0.883,0,2.92878704,4.634,549.4,22.76,556.77,1239.0,1.212
6170.0,4.472,0.992,0,9.80321143,4.4617,813.4,2.99,152.12,896.0,0.663
6086.0,4.511,0.921,0,24.81097206,3.2245,2090.8,4.22,37.43,631.0,0.039
6086.0,4.511,0.921,0,7.136922,2.8005,221.6,1.38,197.05,956.0,0.072
5778.0,4.483,0.968,0,4.8538404,3.198,196.4,1.72,288.7,1052.0,0.943
6093.0,4.429,1.025,0,11.04605365,4.799,308.3,1.8,134.66,869.0,0.064
5749.0,4.436,0.881,0,2.621706694,1.941,4572.0,34.68,648.75,1288.0,1.279
5017.0,4.516,0.797,0,3.72020708,1.892,156.9,0.99,195.7,954.0,0.341
5372.0,3.81,2.344,0,12.264867364,4.7366,11311.0,28.29,317.89,1077.0,0.818
5211.0,4.447,0.895,0,8.689301216,2.563,1117.0,2.92,88.24,782.0,0.029
5211.0,4.447,0.895,0,20.99757968,2.454,1131.8,2.97,27.2,582.0,0.277
5532.0,4.607,0.745,0,0.979442525,1.0348,469.3,1.64,1420.01,1567.0,0.388
6122.0,4.471,0.996,0,3.120828136,2.1878,16456.0,14.16,680.79,1303.0,0.784
6050.0,4.137,1.572,0,15.13590453,2.236,255.7,2.57,179.16,933.0,0.46
4502.0,4.572,0.728,0,1.399326503,1.8305,206.4,1.0,402.58,1143.0,0.009
4042.0,4.761,0.49,0,1.937029968,1.4727,312.3,0.87,97.94,802.0,0.105
4042.0,4.761,0.49,0,7.06117322,1.0406,481.7,1.23,17.41,521.0,0.845
6325.0,4.409,1.112,0,20.55331441,5.3136,678.3,3.19,74.49,749.0,0.795
6026.0,4.411,0.992,0,40.0686713,5.8875,970.9,3.1,23.27,560.0,0.029
5597.0,3.963,1.699,0,114.73658,12.0355,4850.0,12.28,12.13,476.0,0.595
5597.0,3.963,1.699,0,191.239133,16.942,1061.2,6.47,6.14,401.0,0.876
5597.0,3.963,1.699,0,5.83393857,4.5813,134.4,1.98,642.83,1285.0,0.398
5286.0,4.59,0.78,0,24.3282251,6.158,1120.6,294.02,17.33,520.0,4.426
5511.0,4.426,0.987,0,10.41572666,2.7719,825.3,3.01,95.64,797.0,0.682
5726.0,4.123,1.483,0,14.97031664,5.884,290.5,2.53,143.33,883.0,0.352
5726.0,4.123,1.483,0,32.2753853,8.622,223.9,2.31,51.5,683.0,0.608
5900.0,4.363,1.07,0,6.33027476,3.67,89.2,1.02,283.31,1046.0,0.3288
5229.0,4.441,0.903,0,38.3262237,3.073,392.1,2.43,12.56,480.0,0.963
3871.0,4.744,0.532,0,4.04355245,1.965,416.2,1.75,33.34,613.0,0.984
5610.0,4.551,0.858,0,5.59728249,1.795,1407.3,3.28,176.53,930.0,0.473
5334.0,4.372,1.004,0,5.52418625,2.826,491.0,2.25,214.86,976.0,0.492
5334.0,4.372,1.004,0,8.77514782,3.176,351.9,1.91,115.84,837.0,0.504
6392.0,4.399,1.162,0,10.12742274,1.2762,933.5,3.8,208.77,969.0,0.696
5985.0,4.519,0.883,0,0.870693883,1.2137,438.5,2.09,2923.54,1876.0,0.832
5783.0,4.539,0.88,0,27.5071114,5.907,580.7,2.58,24.71,569.0,0.918
